Month	 Dates	Country1	TotCases1	DNCases1	Country2	TotCases2	DNCases2	Country3	TotCases3	DNCases3	Country4	TotCases4	DNCases4	Country5	TotCases5	DNCases5	Country6	TotCases6	DNCases6
D-20	12/10/2020	Nigeria	71344	675	China	86673	12	Russia	2569126	27927	USA	16211847	228717	Brazil	6791862	53491	Australia	28000	7
D-20	12/11/2020	Nigeria	72140	796	China	86688	15	Russia	2597711	28585	USA	16456733	244886	Brazil	6844697	52835	Australia	28012	12
D-20	12/12/2020	Nigeria	72757	617	China	86701	13	Russia	2625848	28137	USA	16684113	227380	Brazil	6889033	44336	Australia	28025	13
D-20	12/13/2020	Nigeria	73175	418	China	86725	24	Russia	2653928	28080	USA	16872773	188660	Brazil	6910454	21421	Australia	28031	6
D-20	12/14/2020	Nigeria	73374	199	China	86741	16	Russia	2681256	27328	USA	17073007	200234	Brazil	6937907	27453	Australia	28039	8
D-20	12/15/2020	Nigeria	74132	758	China	86758	17	Russia	2707945	26689	USA	17284843	211836	Brazil	6982811	44904	Australia	28048	9
D-20	12/16/2020	Nigeria	75062	930	China	86770	12	Russia	2734454	26509	USA	17538295	253452	Brazil	7051332	68521	Australia	28059	11
D-20	12/17/2020	Nigeria	76207	1145	China	86777	7	Russia	2762668	28214	USA	17776380	238085	Brazil	7120248	68916	Australia	28071	12
D-20	12/18/2020	Nigeria	77013	806	China	86789	12	Russia	2791220	28552	USA	18026745	250365	Brazil	7172697	52449	Australia	28094	23
D-20	12/19/2020	Nigeria	77933	920	China	86806	17	Russia	2819429	28209	USA	18231175	204430	Brazil	7222000	49303	Australia	28128	34
D-20	12/20/2020	Nigeria	78434	501	China	86829	23	Russia	2848377	28948	USA	18416654	185479	Brazil	7247476	25476	Australia	28172	44
D-20	12/21/2020	Nigeria	78790	356	China	86852	23	Russia	2877727	29350	USA	18617168	200514	Brazil	7273128	25652	Australia	28198	26
D-20	12/22/2020	Nigeria	79789	999	China	86867	15	Russia	2906503	28776	USA	18823334	206166	Brazil	7328995	55867	Australia	28219	21
D-20	12/23/2020	Nigeria	80922	1133	China	86882	15	Russia	2933753	27250	USA	19054675	231341	Brazil	7375709	46714	Australia	28238	19
D-20	12/24/2020	Nigeria	81963	1041	China	86899	17	Russia	2963688	29935	USA	19269604	214929	Brazil	7434697	58988	Australia	28262	24
D-20	12/25/2020	Nigeria	82747	784	China	86913	14	Russia	2992706	29018	USA	19423130	153526	Brazil	7457692	22995	Australia	28276	14
D-20	12/26/2020	Nigeria	83576	829	China	86933	20	Russia	3021964	29258	USA	19589797	166667	Brazil	7474959	17267	Australia	28297	21
D-20	12/27/2020	Nigeria	84414	838	China	86955	22	Russia	3050248	28284	USA	19740605	150808	Brazil	7493461	18502	Australia	28312	15
D-20	12/28/2020	Nigeria	84811	397	China	86976	21	Russia	3078035	27787	USA	19927664	187059	Brazil	7516094	22633	Australia	28337	25
D-20	12/29/2020	Nigeria	85560	749	China	87003	27	Russia	3105037	27002	USA	20137104	209440	Brazil	7573391	57297	Australia	28350	13
D-20	12/30/2020	Nigeria	86576	1016	China	87027	24	Russia	3131550	26513	USA	20368672	231568	Brazil	7629313	55922	Australia	28381	31
D-20	12/31/2020	Nigeria	87607	1031	China	87052	25	Russia	3159297	27747	USA	20615727	247055	Brazil	7685385	56072	Australia	28405	24
J-21	1/1/2021	Nigeria	88587	980	China	87071	19	Russia	3186336	27039	USA	20845847	230120	Brazil	7710195	24810	Australia	28427	22
J-21	1/2/2021	Nigeria	89163	576	China	87093	22	Russia	3212637	26301	USA	21078965	233118	Brazil	7726227	16032	Australia	28470	43
J-21	1/3/2021	Nigeria	90080	917	China	87117	24	Russia	3236787	24150	USA	21286530	207565	Brazil	7743773	17546	Australia	28483	13
J-21	1/4/2021	Nigeria	91351	1271	China	87150	33	Russia	3260138	23351	USA	21486563	200033	Brazil	7764792	21019	Australia	28504	21
J-21	1/5/2021	Nigeria	92705	1354	China	87183	33	Russia	3284384	24246	USA	21729804	243241	Brazil	7822444	57652	Australia	28523	19
J-21	1/6/2021	Nigeria	94369	1664	China	87215	32	Russia	3308601	24217	USA	21993341	263537	Brazil	7885181	62737	Australia	28536	13
J-21	1/7/2021	Nigeria	95934	1565	China	87278	63	Russia	3332142	23541	USA	22273299	279958	Brazil	7972520	87339	Australia	28546	10
J-21	1/8/2021	Nigeria	97478	1544	China	87331	53	Russia	3355794	23652	USA	22577832	304533	Brazil	8026972	54452	Australia	28571	25
J-21	1/9/2021	Nigeria	99063	1585	China	87364	33	Russia	3379103	23309	USA	22840578	262746	Brazil	8087255	60283	Australia	28583	12
J-21	1/10/2021	Nigeria	100087	1024	China	87433	69	Russia	3401954	22851	USA	23057450	216872	Brazil	8117252	29997	Australia	28595	12
J-21	1/11/2021	Nigeria	101331	1244	China	87536	103	Russia	3425269	23315	USA	23275588	218138	Brazil	8145500	28248	Australia	28614	19
J-21	1/12/2021	Nigeria	102601	1270	China	87591	55	Russia	3448203	22934	USA	23508374	232786	Brazil	8207509	62009	Australia	28633	19
J-21	1/13/2021	Nigeria	103999	1398	China	87706	115	Russia	3471053	22850	USA	23747098	238724	Brazil	8269536	62027	Australia	28650	17
J-21	1/14/2021	Nigeria	105478	1479	China	87844	138	Russia	3495816	24763	USA	23980068	232970	Brazil	8338397	68861	Australia	28658	8
J-21	1/15/2021	Nigeria	107345	1867	China	87988	144	Russia	3520531	24715	USA	24226679	246611	Brazil	8406740	68343	Australia	28665	7
J-21	1/16/2021	Nigeria	108943	1598	China	88118	130	Russia	3544623	24092	USA	24434537	207858	Brazil	8469397	62657	Australia	28689	24
J-21	1/17/2021	Nigeria	110387	1444	China	88227	109	Russia	3568209	23586	USA	24613104	178567	Brazil	8500996	31599	Australia	28708	19
J-21	1/18/2021	Nigeria	112004	1617	China	88336	109	Russia	3591066	22857	USA	24762687	149583	Brazil	8525340	24344	Australia	28721	13
J-21	1/19/2021	Nigeria	113305	1301	China	88454	118	Russia	3612800	21734	USA	24941498	178811	Brazil	8589049	63709	Australia	28730	9
J-21	1/20/2021	Nigeria	114691	1386	China	88557	103	Russia	3633952	21152	USA	25133153	191655	Brazil	8653380	64331	Australia	28740	10
J-21	1/21/2021	Nigeria	116655	1964	China	88701	144	Russia	3655839	21887	USA	25328242	195089	Brazil	8713531	60151	Australia	28750	10
J-21	1/22/2021	Nigeria	118969	2314	China	88804	103	Russia	3677352	21513	USA	25522607	194365	Brazil	8769055	55524	Australia	28755	5
J-21	1/23/2021	Nigeria	120602	1633	China	88911	107	Russia	3698273	20921	USA	25698194	175587	Brazil	8830381	61326	Australia	28761	6
J-21	1/24/2021	Nigeria	121566	964	China	88991	80	Russia	3719400	21127	USA	25839267	141073	Brazil	8858932	28551	Australia	28766	5
J-21	1/25/2021	Nigeria	122996	1430	China	89115	124	Russia	3738690	19290	USA	25988290	149023	Brazil	8887501	28569	Australia	28777	11
J-21	1/26/2021	Nigeria	124299	1303	China	89197	82	Russia	3756931	18241	USA	26144279	155989	Brazil	8951332	63831	Australia	28780	3
J-21	1/27/2021	Nigeria	126160	1861	China	89272	75	Russia	3774672	17741	USA	26302502	158223	Brazil	9015432	64100	Australia	28785	5
J-21	1/28/2021	Nigeria	127560	1400	China	89326	54	Russia	3793810	19138	USA	26468503	166001	Brazil	9075938	60506	Australia	28793	8
J-21	1/29/2021	Nigeria	128674	1114	China	89378	52	Russia	3813048	19238	USA	26636518	168015	Brazil	9134834	58896	Australia	28800	7
J-21	1/30/2021	Nigeria	130557	1883	China	89430	52	Russia	3832080	19032	USA	26785264	148746	Brazil	9192537	57703	Australia	28806	6
J-21	1/31/2021	Nigeria	131242	685	China	89522	92	Russia	3850439	18359	USA	26896830	111566	Brazil	9220498	27961	Australia	28811	5
F-21	2/1/2021	Nigeria	131918	676	China	89564	42	Russia	3868087	17648	USA	27023721	126891	Brazil	9245988	25490	Australia	28818	7
F-21	2/2/2021	Nigeria	133552	1634	China	89594	30	Russia	3884730	16643	USA	27141814	118093	Brazil	9302433	56445	Australia	28824	6
F-21	2/3/2021	Nigeria	134690	1138	China	89619	25	Russia	3901204	16474	USA	27253995	112181	Brazil	9356303	53870	Australia	28829	5
F-21	2/4/2021	Nigeria	136030	1340	China	89649	30	Russia	3917918	16714	USA	27377182	123187	Brazil	9414356	58053	Australia	28838	9
F-21	2/5/2021	Nigeria	137654	1624	China	89669	20	Russia	3934606	16688	USA	27508321	131139	Brazil	9465880	51524	Australia	28842	4
F-21	2/6/2021	Nigeria	139242	1588	China	89681	12	Russia	3951233	16627	USA	27617636	109315	Brazil	9514792	48912	Australia	28848	6
F-21	2/7/2021	Nigeria	139748	506	China	89692	11	Russia	3967281	16048	USA	27709365	91729	Brazil	9541842	27050	Australia	28850	2
F-21	2/8/2021	Nigeria	140391	643	China	89706	14	Russia	3983197	15916	USA	27798267	88902	Brazil	9567708	25866	Australia	28857	7
F-21	2/9/2021	Nigeria	141447	1056	China	89720	14	Russia	3998216	15019	USA	27896543	98276	Brazil	9619646	51938	Australia	28860	3
F-21	2/10/2021	Nigeria	142578	1131	China	89734	14	Russia	4012710	14494	USA	27994442	97899	Brazil	9680122	60476	Australia	28871	11
F-21	2/11/2021	Nigeria	143516	938	China	89736	2	Russia	4027748	15038	USA	28100067	105625	Brazil	9734320	54198	Australia	28877	6
F-21	2/12/2021	Nigeria	144521	1005	China	89748	12	Russia	4042837	15089	USA	28201945	101878	Brazil	9783921	49601	Australia	28887	10
F-21	2/13/2021	Nigeria	145664	1143	China	89756	8	Russia	4057698	14861	USA	28290384	88439	Brazil	9829687	45766	Australia	28892	5
F-21	2/14/2021	Nigeria	146354	690	China	89763	7	Russia	4071883	14185	USA	28356347	65963	Brazil	9853150	23463	Australia	28898	6
F-21	2/15/2021	Nigeria	146928	574	China	89772	9	Russia	4086090	14207	USA	28409458	53111	Brazil	9885552	32402	Australia	28900	2
F-21	2/16/2021	Nigeria	148500	1572	China	89788	16	Russia	4099323	13233	USA	28472808	63350	Brazil	9941028	55476	Australia	28905	5
F-21	2/17/2021	Nigeria	149369	869	China	89795	7	Russia	4112151	12828	USA	28545565	72757	Brazil	9998528	57500	Australia	28911	6
F-21	2/18/2021	Nigeria	150246	877	China	89806	11	Russia	4125598	13447	USA	28615078	69513	Brazil	10050083	51555	Australia	28912	1
F-21	2/19/2021	Nigeria	150908	662	China	89816	10	Russia	4139031	13433	USA	28698601	83523	Brazil	10101355	51272	Australia	28918	6
F-21	2/20/2021	Nigeria	151553	645	China	89824	8	Russia	4151984	12953	USA	28771392	72791	Brazil	10159015	57660	Australia	28920	2
F-21	2/21/2021	Nigeria	152074	521	China	89831	7	Russia	4164726	12742	USA	28828894	57502	Brazil	10188246	29231	Australia	28926	6
F-21	2/22/2021	Nigeria	152616	542	China	89842	11	Russia	4177330	12604	USA	28887066	58172	Brazil	10217808	29562	Australia	28930	4
F-21	2/23/2021	Nigeria	153187	571	China	89852	10	Russia	4189153	11823	USA	28960096	73030	Brazil	10281103	63295	Australia	28937	7
F-21	2/24/2021	Nigeria	153842	655	China	89864	12	Russia	4200902	11749	USA	29036942	76846	Brazil	10346695	65592	Australia	28939	2
F-21	2/25/2021	Nigeria	154476	634	China	89871	7	Russia	4212100	11198	USA	29114556	77614	Brazil	10414778	68083	Australia	28947	8
F-21	2/26/2021	Nigeria	155076	600	China	89877	6	Russia	4223186	11086	USA	29194522	79966	Brazil	10478891	64113	Australia	28958	11
F-21	2/27/2021	Nigeria	155417	341	China	89887	10	Russia	4234720	11534	USA	29260162	65640	Brazil	10538534	59643	Australia	28965	7
F-21	2/28/2021	Nigeria	155657	240	China	89893	6	Russia	4246079	11359	USA	29312729	52567	Brazil	10572766	34232	Australia	28970	5
M-21	3/1/2021	Nigeria	156017	360	China	89912	19	Russia	4257650	11571	USA	29366747	54018	Brazil	10611320	38554	Australia	28975	5
M-21	3/2/2021	Nigeria	156496	479	China	89923	11	Russia	4268215	10565	USA	29425435	58688	Brazil	10669762	58442	Australia	28986	11
M-21	3/3/2021	Nigeria	156960	464	China	89933	10	Russia	4278750	10535	USA	29492564	67129	Brazil	10744343	74581	Australia	28996	10
M-21	3/4/2021	Nigeria	157671	711	China	89943	10	Russia	4290135	11385	USA	29560239	67675	Brazil	10818833	74490	Australia	29007	11
M-21	3/5/2021	Nigeria	158042	371	China	89952	9	Russia	4301159	11024	USA	29629463	69224	Brazil	10894375	75542	Australia	29021	14
M-21	3/6/2021	Nigeria	158237	195	China	89962	10	Russia	4312181	11022	USA	29689154	59691	Brazil	10962057	67682	Australia	29030	9
M-21	3/7/2021	Nigeria	158506	269	China	89975	13	Russia	4322776	10595	USA	29732914	43760	Brazil	11042286	80229	Australia	29037	7
M-21	3/8/2021	Nigeria	158906	400	China	89994	19	Russia	4333029	10253	USA	29777592	44678	Brazil	11078627	36341	Australia	29046	9
M-21	3/9/2021	Nigeria	159252	346	China	90002	8	Russia	4342474	9445	USA	29833690	56098	Brazil	11148369	69742	Australia	29061	15
M-21	3/10/2021	Nigeria	159646	394	China	90007	5	Russia	4351553	9079	USA	29893781	60091	Brazil	11229529	81160	Australia	29074	13
M-21	3/11/2021	Nigeria	159933	287	China	90018	11	Russia	4360823	9270	USA	29956402	62621	Brazil	11308031	78502	Australia	29090	16
M-21	3/12/2021	Nigeria	160332	399	China	90027	9	Russia	4370617	9794	USA	30023913	67511	Brazil	11392283	84252	Australia	29102	12
M-21	3/13/2021	Nigeria	160537	205	China	90034	7	Russia	4380525	9908	USA	30076110	52197	Brazil	11463422	71139	Australia	29112	10
M-21	3/14/2021	Nigeria	160657	120	China	90044	10	Russia	4390608	10083	USA	30119101	42991	Brazil	11507747	44325	Australia	29117	5
M-21	3/15/2021	Nigeria	160895	238	China	90049	5	Russia	4400045	9437	USA	30164557	45456	Brazil	11550059	42312	Australia	29130	13
M-21	3/16/2021	Nigeria	161074	179	China	90062	13	Russia	4409438	9393	USA	30217446	52889	Brazil	11634388	84329	Australia	29137	7
M-21	3/17/2021	Nigeria	161274	200	China	90066	4	Russia	4418436	8998	USA	30280786	63340	Brazil	11725423	91035	Australia	29154	17
M-21	3/18/2021	Nigeria	161409	135	China	90072	6	Russia	4428239	9803	USA	30344086	63300	Brazil	11812797	87374	Australia	29166	12
M-21	3/19/2021	Nigeria	161539	130	China	90083	11	Russia	4437938	9699	USA	30409330	65244	Brazil	11902411	89614	Australia	29181	15
M-21	3/20/2021	Nigeria	161651	112	China	90087	4	Russia	4447570	9632	USA	30468573	59243	Brazil	11976066	73655	Australia	29191	10
M-21	3/21/2021	Nigeria	161737	86	China	90099	12	Russia	4456869	9299	USA	30514740	46167	Brazil	12024045	47979	Australia	29196	5
M-21	3/22/2021	Nigeria	161868	131	China	90106	7	Russia	4466153	9284	USA	30560529	45789	Brazil	12077636	53591	Australia	29205	9
M-21	3/23/2021	Nigeria	162076	208	China	90115	9	Russia	4474610	8457	USA	30621011	60482	Brazil	12162837	85201	Australia	29211	6
M-21	3/24/2021	Nigeria	162178	102	China	90125	10	Russia	4483471	8861	USA	30687402	66391	Brazil	12253606	90769	Australia	29218	7
M-21	3/25/2021	Nigeria	162275	97	China	90136	11	Russia	4492692	9221	USA	30754307	66905	Brazil	12351397	97791	Australia	29228	10
M-21	3/26/2021	Nigeria	162388	113	China	90147	11	Russia	4501859	9167	USA	30831007	76700	Brazil	12434160	82763	Australia	29238	10
M-21	3/27/2021	Nigeria	162489	101	China	90159	12	Russia	4510744	8885	USA	30899008	68001	Brazil	12517404	83244	Australia	29249	11
M-21	3/28/2021	Nigeria	162593	104	China	90167	8	Russia	4519832	9088	USA	30950998	51990	Brazil	12561935	44531	Australia	29255	6
M-21	3/29/2021	Nigeria	162641	48	China	90182	15	Russia	4528543	8711	USA	31008334	57336	Brazil	12604806	42871	Australia	29273	18
M-21	3/30/2021	Nigeria	162762	121	China	90190	8	Russia	4536820	8277	USA	31072377	64043	Brazil	12691715	86909	Australia	29293	20
M-21	3/31/2021	Nigeria	162891	129	China	90201	11	Russia	4545095	8275	USA	31142542	70165	Brazil	12781120	89405	Australia	29304	11
A-21	4/1/2021	Nigeria	162997	106	China	90217	16	Russia	4554264	9169	USA	31219510	76968	Brazil	12870784	89664	Australia	29319	15
A-21	4/2/2021	Nigeria	163063	66	China	90226	9	Russia	4563056	8792	USA	31293327	73817	Brazil	12940651	69867	Australia	29333	14
A-21	4/3/2021	Nigeria	163113	50	China	90252	26	Russia	4572077	9021	USA	31363717	70390	Brazil	12982074	41423	Australia	29341	8
A-21	4/4/2021	Nigeria	163195	82	China	90273	21	Russia	4580894	8817	USA	31410645	46928	Brazil	13013638	31564	Australia	29344	3
A-21	4/5/2021	Nigeria	163330	135	China	90305	32	Russia	4589540	8646	USA	31466846	56201	Brazil	13052076	38438	Australia	29357	13
A-21	4/6/2021	Nigeria	163388	58	China	90329	24	Russia	4597868	8328	USA	31530700	63854	Brazil	13135150	83074	Australia	29364	7
A-21	4/7/2021	Nigeria	163498	110	China	90341	12	Russia	4606162	8294	USA	31605894	75194	Brazil	13226328	91178	Australia	29377	13
A-21	4/8/2021	Nigeria	163581	83	China	90365	24	Russia	4614834	8672	USA	31686048	80154	Brazil	13315826	89498	Australia	29382	5
A-21	4/9/2021	Nigeria	163652	71	China	90386	21	Russia	4623984	9150	USA	31770843	84795	Brazil	13405121	89295	Australia	29388	6
A-21	4/10/2021	Nigeria	163736	84	China	90400	14	Russia	4632688	8704	USA	31843395	72552	Brazil	13474918	69797	Australia	29396	8
A-21	4/11/2021	Nigeria	163799	63	China	90410	10	Russia	4641390	8702	USA	31900192	56797	Brazil	13512660	37742	Australia	29402	6
A-21	4/12/2021	Nigeria	163837	38	China	90426	16	Russia	4649710	8320	USA	31956071	55879	Brazil	13551731	39071	Australia	29419	17
A-21	4/13/2021	Nigeria	163911	74	China	90435	9	Russia	4657883	8173	USA	32033415	77344	Brazil	13632093	80362	Australia	29437	18
A-21	4/14/2021	Nigeria	164000	89	China	90447	12	Russia	4666209	8326	USA	32112112	78697	Brazil	13708296	76203	Australia	29451	14
A-21	4/15/2021	Nigeria	164080	80	China	90457	10	Russia	4675153	8944	USA	32186324	74212	Brazil	13789030	80734	Australia	29469	18
A-21	4/16/2021	Nigeria	164147	67	China	90468	11	Russia	4684148	8995	USA	32267340	81016	Brazil	13865484	76454	Australia	29484	15
A-21	4/17/2021	Nigeria	164207	60	China	90483	15	Russia	4693469	9321	USA	32338223	70883	Brazil	13931481	65997	Australia	29505	21
A-21	4/18/2021	Nigeria	164233	26	China	90499	16	Russia	4702101	8632	USA	32389263	51040	Brazil	13974623	43142	Australia	29519	14
A-21	4/19/2021	Nigeria	164303	70	China	90510	11	Russia	4710690	8589	USA	32440062	50799	Brazil	14009470	34847	Australia	29543	24
A-21	4/20/2021	Nigeria	164423	120	China	90520	10	Russia	4718854	8164	USA	32501178	61116	Brazil	14082847	73377	Australia	29559	16
A-21	4/21/2021	Nigeria	164488	65	China	90541	21	Russia	4727125	8271	USA	32566321	65143	Brazil	14154962	72115	Australia	29578	19
A-21	4/22/2021	Nigeria	164588	100	China	90547	6	Russia	4736121	8996	USA	32632162	65841	Brazil	14204511	49549	Australia	29602	24
A-21	4/23/2021	Nigeria	164633	45	China	90566	19	Russia	4744961	8840	USA	32698786	66624	Brazil	14270687	66176	Australia	29639	37
A-21	4/24/2021	Nigeria	164684	51	China	90575	9	Russia	4753789	8828	USA	32756933	58147	Brazil	14340997	70310	Australia	29658	19
A-21	4/25/2021	Nigeria	164719	35	China	90588	13	Russia	4762569	8780	USA	32798873	41940	Brazil	14373774	32777	Australia	29666	8
A-21	4/26/2021	Nigeria	164756	37	China	90599	11	Russia	4771372	8803	USA	32845672	46799	Brazil	14403648	29874	Australia	29695	29
A-21	4/27/2021	Nigeria	164912	156	China	90610	11	Russia	4779425	8053	USA	32897664	51992	Brazil	14479938	76290	Australia	29725	30
A-21	4/28/2021	Nigeria	164993	81	China	90622	12	Russia	4787273	7848	USA	32954255	56591	Brazil	14557409	77471	Australia	29749	24
A-21	4/29/2021	Nigeria	165055	62	China	90642	20	Russia	4796557	9284	USA	33013514	59259	Brazil	14626693	69284	Australia	29779	30
A-21	4/30/2021	Nigeria	165110	55	China	90655	13	Russia	4805288	8731	USA	33072676	59162	Brazil	14700058	73365	Australia	29801	22
Ma-21	5/1/2021	Nigeria	165110	0	China	90671	16	Russia	4814558	9270	USA	33122737	50061	Brazil	14760366	60308	Australia	29812	11
Ma-21	5/2/2021	Nigeria	165153	43	China	90686	15	Russia	4823255	8697	USA	33159501	36764	Brazil	14789596	29230	Australia	29826	14
Ma-21	5/3/2021	Nigeria	165199	46	China	90697	11	Russia	4831744	8489	USA	33199018	39517	Brazil	14826415	36819	Australia	29841	15
Ma-21	5/4/2021	Nigeria	165215	16	China	90714	17	Russia	4839514	7770	USA	33241380	42362	Brazil	14896088	69673	Australia	29852	11
Ma-21	5/5/2021	Nigeria	165273	58	China	90721	7	Russia	4847489	7975	USA	33287386	46006	Brazil	14972035	75947	Australia	29865	13
Ma-21	5/6/2021	Nigeria	165301	28	China	90726	5	Russia	4855128	7639	USA	33335396	48010	Brazil	15044889	72854	Australia	29886	21
Ma-21	5/7/2021	Nigeria	165340	39	China	90739	13	Russia	4863514	8386	USA	33384173	48777	Brazil	15123521	78632	Australia	29897	11
Ma-21	5/8/2021	Nigeria	165370	30	China	90746	7	Russia	4871843	8329	USA	33423288	39115	Brazil	15187084	63563	Australia	29906	9
Ma-21	5/9/2021	Nigeria	165419	49	China	90758	12	Russia	4880262	8419	USA	33449709	26421	Brazil	15221541	34457	Australia	29916	10
Ma-21	5/10/2021	Nigeria	165468	49	China	90769	11	Russia	4888727	8465	USA	33478475	28766	Brazil	15251076	29535	Australia	29931	15
Ma-21	5/11/2021	Nigeria	165515	47	China	90783	14	Russia	4896842	8115	USA	33513539	35064	Brazil	15322389	71313	Australia	29938	7
Ma-21	5/12/2021	Nigeria	165559	44	China	90799	16	Russia	4905059	8217	USA	33549518	35979	Brazil	15399322	76933	Australia	29947	9
Ma-21	5/13/2021	Nigeria	165612	53	China	90808	9	Russia	4913439	8380	USA	33588912	39394	Brazil	15474758	75436	Australia	29955	8
Ma-21	5/14/2021	Nigeria	165661	49	China	90815	7	Russia	4922901	9462	USA	33627260	38348	Brazil	15559539	84781	Australia	29957	2
Ma-21	5/15/2021	Nigeria	165702	41	China	90829	14	Russia	4931691	8790	USA	33656156	28896	Brazil	15629134	69595	Australia	29967	10
Ma-21	5/16/2021	Nigeria	165709	7	China	90847	18	Russia	4940245	8554	USA	33677715	21559	Brazil	15666291	37157	Australia	29975	8
Ma-21	5/17/2021	Nigeria	165778	69	China	90872	25	Russia	4949573	9328	USA	33701372	23657	Brazil	15700217	33926	Australia	29978	3
Ma-21	5/18/2021	Nigeria	165809	31	China	90894	22	Russia	4957756	8183	USA	33729132	27760	Brazil	15774891	74674	Australia	29988	10
Ma-21	5/19/2021	Nigeria	165852	43	China	90908	14	Russia	4965676	7920	USA	33758345	29213	Brazil	15854892	80001	Australia	29991	3
Ma-21	5/20/2021	Nigeria	165901	49	China	90920	12	Russia	4974908	9232	USA	33788923	30578	Brazil	15938554	83662	Australia	29997	6
Ma-21	5/21/2021	Nigeria	165944	43	China	90944	24	Russia	4983845	8937	USA	33817707	28784	Brazil	16016447	77893	Australia	30000	3
Ma-21	5/22/2021	Nigeria	165979	35	China	90954	10	Russia	4992554	8709	USA	33841156	23449	Brazil	16088025	71578	Australia	30004	4
Ma-21	5/23/2021	Nigeria	166019	40	China	90973	19	Russia	5001505	8951	USA	33858503	17347	Brazil	16124454	36429	Australia	30011	7
Ma-21	5/24/2021	Nigeria	166061	42	China	90991	18	Russia	5009911	8406	USA	33877906	19403	Brazil	16162312	37858	Australia	30019	8
Ma-21	5/25/2021	Nigeria	166098	37	China	91006	15	Russia	5017795	7884	USA	33900522	22616	Brazil	16237452	75140	Australia	30030	11
Ma-21	5/26/2021	Nigeria	166146	48	China	91019	13	Russia	5026168	8373	USA	33924305	23783	Brazil	16317206	79754	Australia	30048	18
Ma-21	5/27/2021	Nigeria	166191	45	China	91038	19	Russia	5035207	9039	USA	33948525	24220	Brazil	16384223	67017	Australia	30063	15
Ma-21	5/28/2021	Nigeria	166254	63	China	91045	7	Russia	5044459	9252	USA	33970718	22193	Brazil	16435013	50790	Australia	30073	10
Ma-21	5/29/2021	Nigeria	166285	31	China	91061	16	Russia	5053748	9289	USA	33987558	16840	Brazil	16514251	79238	Australia	30083	10
Ma-21	5/30/2021	Nigeria	166315	30	China	91072	11	Russia	5063442	9694	USA	33999116	11558	Brazil	16558048	43797	Australia	30098	15
Ma-21	5/31/2021	Nigeria	166518	203	China	91099	27	Russia	5071917	8475	USA	34007981	8865	Brazil	16590926	32878	Australia	30106	8
JN-21	6/1/2021	Nigeria	166534	16	China	91122	23	Russia	5081417	9500	USA	34020368	12387	Brazil	16669239	78313	Australia	30118	12
JN-21	6/2/2021	Nigeria	166560	26	China	91146	24	Russia	5090249	8832	USA	34036526	16158	Brazil	16764163	94924	Australia	30130	12
JN-21	6/3/2021	Nigeria	166682	122	China	91170	24	Russia	5099182	8933	USA	34054513	17987	Brazil	16847969	83806	Australia	30137	7
JN-21	6/4/2021	Nigeria	166730	48	China	91194	24	Russia	5108129	8947	USA	34072910	18397	Brazil	16886866	38897	Australia	30150	13
JN-21	6/5/2021	Nigeria	166756	26	China	91218	24	Russia	5117274	9145	USA	34088861	15951	Brazil	16952752	65886	Australia	30158	8
JN-21	6/6/2021	Nigeria	166767	11	China	91248	30	Russia	5126437	9163	USA	34100488	11627	Brazil	16992804	40052	Australia	30175	17
JN-21	6/7/2021	Nigeria	166816	49	China	91267	19	Russia	5135866	9429	USA	34113925	13437	Brazil	17031969	39165	Australia	30194	19
JN-21	6/8/2021	Nigeria	166918	102	China	91300	33	Russia	5145843	9977	USA	34128909	14984	Brazil	17084832	52863	Australia	30204	10
JN-21	6/9/2021	Nigeria	166982	64	China	91316	16	Russia	5156250	10407	USA	34144521	15612	Brazil	17172344	87512	Australia	30210	6
JN-21	6/10/2021	Nigeria	166982	0	China	91337	21	Russia	5167949	11699	USA	34160680	16159	Brazil	17262561	90217	Australia	30225	15
JN-21	6/11/2021	Nigeria	167051	69	China	91359	22	Russia	5180454	12505	USA	34176692	16012	Brazil	17349037	86476	Australia	30229	4
JN-21	6/12/2021	Nigeria	167059	8	China	91394	35	Russia	5193964	13510	USA	34190120	13428	Brazil	17425230	76193	Australia	30237	8
JN-21	6/13/2021	Nigeria	167066	7	China	91428	34	Russia	5208687	14723	USA	34199272	9152	Brazil	17462643	37413	Australia	30248	11
JN-21	6/14/2021	Nigeria	167078	12	China	91451	23	Russia	5222408	13721	USA	34209963	10691	Brazil	17503923	41280	Australia	30262	14
JN-21	6/15/2021	Nigeria	167095	17	China	91471	20	Russia	5236593	14185	USA	34222386	12423	Brazil	17593330	89407	Australia	30272	10
JN-21	6/16/2021	Nigeria	167103	8	China	91492	21	Russia	5249990	13397	USA	34236672	14286	Brazil	17679606	86276	Australia	30291	19
JN-21	6/17/2021	Nigeria	167142	39	China	91511	19	Russia	5264047	14057	USA	34250250	13578	Brazil	17754348	74742	Australia	30302	11
JN-21	6/18/2021	Nigeria	167155	13	China	91534	23	Russia	5281309	17262	USA	34263748	13498	Brazil	17852898	98550	Australia	30313	11
JN-21	6/19/2021	Nigeria	167206	51	China	91564	30	Russia	5299215	17906	USA	34274875	11127	Brazil	17934887	81989	Australia	30322	9
JN-21	6/20/2021	Nigeria	167206	0	China	91587	23	Russia	5316826	17611	USA	34282749	7874	Brazil	17979480	44593	Australia	30331	9
