Month	 Dates	Country1	TotCases1	DNCases1	Country2	TotCases2	DNCases2	Country3	TotCases3	DNCases3	Country4	TotCases4	DNCases4	Country5	TotCases5	DNCases5	Country6	TotCases6	DNCases6
JN-21	6/21/2021	Nigeria	167292	86	China	91604	17	Russia	5334204	17378	USA	34292485	9736	Brazil	18021773	42293	Australia	30356	25
JN-21	6/22/2021	Nigeria	167331	39	China	91629	25	Russia	5350919	16715	USA	34305531	13046	Brazil	18109021	87248	Australia	30366	10
JN-21	6/23/2021	Nigeria	167375	44	China	91653	24	Russia	5368513	17594	USA	34320289	14758	Brazil	18223563	114542	Australia	30378	12
JN-21	6/24/2021	Nigeria	167401	26	China	91669	16	Russia	5388695	20182	USA	34335978	15689	Brazil	18296683	73120	Australia	30408	30
JN-21	6/25/2021	Nigeria	167430	29	China	91693	24	Russia	5409088	20393	USA	34351707	15729	Brazil	18376375	79692	Australia	30422	14
JN-21	6/26/2021	Nigeria	167465	35	China	91718	25	Russia	5430753	21665	USA	34363030	11323	Brazil	18440924	64549	Australia	30456	34
JN-21	6/27/2021	Nigeria	167467	2	China	91732	14	Russia	5451291	20538	USA	34372702	9672	Brazil	18475043	34119	Australia	30499	43
JN-21	6/28/2021	Nigeria	167532	65	China	91753	21	Russia	5472941	21650	USA	34383923	11221	Brazil	18503262	28219	Australia	30529	30
JN-21	6/29/2021	Nigeria	167543	11	China	91771	18	Russia	5493557	20616	USA	34397256	13333	Brazil	18568580	65318	Australia	30562	33
JN-21	6/30/2021	Nigeria	167618	75	China	91780	9	Russia	5514599	21042	USA	34414565	17309	Brazil	18614854	46274	Australia	30611	49
JL-21	7/1/2021	Nigeria	167692	74	China	91792	12	Russia	5538142	23543	USA	34432148	17583	Brazil	18678474	63620	Australia	30644	33
JL-21	7/2/2021	Nigeria	167732	40	China	91810	18	Russia	5561360	23218	USA	34451061	18913	Brazil	18744119	65645	Australia	30685	41
JL-21	7/3/2021	Nigeria	167803	71	China	91833	23	Russia	5585799	24439	USA	34465040	13979	Brazil	18799155	55036	Australia	30734	49
JL-21	7/4/2021	Nigeria	167859	56	China	91847	14	Russia	5610941	25142	USA	34477802	12762	Brazil	18827418	28263	Australia	30757	23
JL-21	7/5/2021	Nigeria	167909	50	China	91869	22	Russia	5635294	24353	USA	34490431	12629	Brazil	18850601	23183	Australia	30803	46
JL-21	7/6/2021	Nigeria	168000	91	China	91892	23	Russia	5658672	23378	USA	34505037	14606	Brazil	18913585	62984	Australia	30832	29
JL-21	7/7/2021	Nigeria	168110	110	China	91949	57	Russia	5682634	23962	USA	34526007	20970	Brazil	18968087	54502	Australia	30861	29
JL-21	7/8/2021	Nigeria	168256	146	China	91966	17	Russia	5707452	24818	USA	34551366	25359	Brazil	19022316	54229	Australia	30905	44
JL-21	7/9/2021	Nigeria	168442	186	China	91989	23	Russia	5733218	25766	USA	34580423	29057	Brazil	19080509	58193	Australia	30951	46
JL-21	7/10/2021	Nigeria	168540	98	China	92015	26	Russia	5758300	25082	USA	34605047	24624	Brazil	19129493	48984	Australia	31015	64
JL-21	7/11/2021	Nigeria	168552	12	China	92039	24	Russia	5783333	25033	USA	34626567	21520	Brazil	19150910	21417	Australia	31103	88
JL-21	7/12/2021	Nigeria	168713	161	China	92066	27	Russia	5808473	25140	USA	34647970	21403	Brazil	19168421	17511	Australia	31224	121
JL-21	7/13/2021	Nigeria	168867	154	China	92095	29	Russia	5833175	24702	USA	34679919	31949	Brazil	19213995	45574	Australia	31323	99
JL-21	7/14/2021	Nigeria	168915	48	China	92119	24	Russia	5857002	23827	USA	34716871	36952	Brazil	19272139	58144	Australia	31431	108
JL-21	7/15/2021	Nigeria	169074	159	China	92147	28	Russia	5882295	25293	USA	34755927	39056	Brazil	19325409	53270	Australia	31516	85
JL-21	7/16/2021	Nigeria	169206	132	China	92183	36	Russia	5907999	25704	USA	34798814	42887	Brazil	19371000	45591	Australia	31632	116
JL-21	7/17/2021	Nigeria	169329	123	China	92213	30	Russia	5933115	25116	USA	34840243	41429	Brazil	19405339	34339	Australia	31770	138
JL-21	7/18/2021	Nigeria	169532	203	China	92246	33	Russia	5958133	25018	USA	34874582	34339	Brazil	19439465	34126	Australia	31899	129
JL-21	7/19/2021	Nigeria	169678	146	China	92277	31	Russia	5982766	24633	USA	34909658	35076	Brazil	19454736	15271	Australia	32017	118
JL-21	7/20/2021	Nigeria	169884	206	China	92342	65	Russia	6006536	23770	USA	34957671	48013	Brazil	19482632	27896	Australia	32129	112
JL-21	7/21/2021	Nigeria	170122	238	China	92364	22	Russia	6030240	23704	USA	35016861	59190	Brazil	19537380	54748	Australia	32269	140
JL-21	7/22/2021	Nigeria	170306	184	China	92414	50	Russia	6054711	24471	USA	35081802	64941	Brazil	19586983	49603	Australia	32426	157
JL-21	7/23/2021	Nigeria	170623	317	China	92462	48	Russia	6078522	23811	USA	35153807	72005	Brazil	19632443	45460	Australia	32582	156
JL-21	7/24/2021	Nigeria	170895	272	China	92497	35	Russia	6102469	23947	USA	35219688	65881	Brazil	19670534	38091	Australia	32755	173
JL-21	7/25/2021	Nigeria	171111	216	China	92529	32	Russia	6126541	24072	USA	35274161	54473	Brazil	19688663	18129	Australia	32917	162
JL-21	7/26/2021	Nigeria	171324	213	China	92605	76	Russia	6149780	23239	USA	35326556	52395	Brazil	19707662	18999	Australia	33082	165
JL-21	7/27/2021	Nigeria	171728	404	China	92676	71	Russia	6172812	23032	USA	35407265	80709	Brazil	19749073	41411	Australia	33268	186
JL-21	7/28/2021	Nigeria	172263	535	China	92762	86	Russia	6195232	22420	USA	35492661	85396	Brazil	19797516	48443	Australia	33474	206
JL-21	7/29/2021	Nigeria	172821	558	China	92811	49	Russia	6218502	23270	USA	35589036	96375	Brazil	19839369	41853	Australia	33732	258
JL-21	7/30/2021	Nigeria	173411	590	China	92875	64	Russia	6242066	23564	USA	35688506	99470	Brazil	19880273	40904	Australia	33909	177
